,replacement
13067,manka a
13068,mchekeni
13073,igomamhuli a
13079,mbae mashariki
13081,mwambuluki
13084,ikokotela
13086,lusangi
13091,nangurukuru
13092,kahangara
13093,imalangi
13097,izigira
13100,changaraw
13102,mungoma
13104,mokoro
13105,arkaria
13106,maduka
13109,buseko
13110,isalalo
13112,mkula a
13114,nkiniziwa c
13115,komstari
13116,nyambili kaskazin
13118,kihogazi
13119,some
13120,gweselo
13121,kumwai
13122,ishihimulwa
13124,mosi
13125,msegelele
13127,chakwale mjini
13128,kidalini
13130,mikole
13134,mfulu
13135,cha mashariki
13141,kaluyango
13143,njeje
13144,dofa
13150,kasala
13151,barabara 7
13154,kilungu
13155,misha
13163,magadu
13164,imalangi
13167,lwanji
13168,bukene mjini
13172,saja kati
13173,litembo chini
13174,marumbo
13176,no 1
13179,simambwe
13182,murusagamba
13183,orbesh
13184,wahe
13187,mkapita
13189,mankwi
13194,chabula
13197,mazighani
13198,bulyang'ombe kati
13199,ruaha kati
13202,nduamughanga
13203,lwanji
13206,m/kati
13208,imalangi
13209,itungulu
13212,ikemeja
13213,ilongelo
13214,dinyanga
13215,simha
13216,lung'angali
13218,mkululu
13220,omukashenyi
13221,chakwale mjini
13223,chakwale mjini
13224,izigira
13225,itinde
13226,mtimbwani a
13228,masa chini
13229,mhaka
13231,madindika
13232,mangala
13233,mipeko b
13238,kamwene
13239,mikameni
13241,kitipwi
13243,mkulwe kati
13247,zegereni
13249,kibati
13257,mashishineni
13262,moniki
13264,dosidosi
13265,mavanga
13266,toronto
13268,kuvukareli
13269,kitipwi
13270,mwagala b
13276,itugutu
13277,kibengele
13282,nselembwe
13289,mhaka
13291,kasemi
13292,ikunya
13296,nkeso a
13301,kitwechembogo b
13302,ishihimulwa
13304,usomeke
13305,bangamoyo
13308,mitaga
13310,maini
13311,mkapita
13313,sangamwampuya
13314,kihogazi
13316,nsongoro
13320,kinyinya
13321,mkululu
13325,gumali
13327,mahanzi
13328,changaraw
13329,rubumba
13330,masa chini
13337,chela center
13341,cha mashariki
13344,itaba
13345,ikiligano
13346,mapojoni kati
13348,mkasenga
13351,chakwale mjini
13357,igomamhuli a
13358,shambwe
13363,mwagwisu
13364,msanzi kati
13367,itugutu
13371,kiverenge
13373,bulyang'ombe kati
13376,lyamko
13377,maforoni kati
13378,kagarama
13379,mria
13381,masumuni
13384,hasale
13389,komsanga
13390,disa mtaoni
13391,wino kati
13395,mtamba kati
13397,katuruka
13399,oroirwa
13401,geteba
13402,mara a
13403,zaburi
13406,manuwas
13410,kabwana
13411,m/kati
13412,irua
13417,imalangi
13419,bukuma
13420,ihenye
13422,kibana
13424,endaqulaqula
13425,nyakuguma
13427,cha mashariki
13431,dinyanga
13433,mbingu
13434,longululu
13435,mwabeya
13439,mtaa wa zingiziwa
13441,busango
13442,shebomeza
13444,misheni kati
13445,m/kati
13450,ngagama
13454,makando
13457,kiwela a
13458,hilu
13461,sebuleni
13462,itugutu
13464,walla
13467,kimeroki
13472,madizini kati
13473,uhemeli kati
13474,busota
13475,nsololo tankini
13479,rubumba
13485,tandai
13488,maloya
13489,kyijila
13490,isoka
13492,masange
13495,namakinga b
13497,ikangamwani
13499,imalangi
13500,mabamba mjini
13503,komstari
13504,mgeo
13505,kitui
13506,bwawan
13507,itungulu
13509,geteba
13510,moivaro
13512,mshoka
13515,rabai
13521,m/kati
13523,chela center
13525,makili a
13526,gweselo
13528,kibwe
13529,mishenye
13530,usomeke
13531,kuvukareli
13536,kabwana
13537,kerenero
13540,shanga
13544,mji a
13545,mubamba
13547,mwamagunguli
13550,malla
13551,kamazi
13553,iwanga kati
13554,makugulu 'b'
13556,busota
13557,nduamughanga
13559,ngerekwe
13561,mbae mashariki
13565,mtindili
13568,mparamawe
13569,changaraw
13573,leganga
13576,ngogomoni
13578,sebuleni
13579,nsambya
13585,kwiriba
13588,mji a
13589,kyangwe
13592,mkomang'ombe
13593,sopa kati
13594,tuleane
13598,centre
13599,isandula b
13600,nyakasero
13602,ololua
13603,usisya kati
13604,nyampakupwani
13608,lokini
13609,kuvukareli
13614,mara a
13615,barabara 7
13617,kihogazi
13622,fukayosi
13623,heisume
13626,migege
13627,isoka
13628,buswalila
13629,michenga c
13630,nyarukongogo a
13631,no 1
13634,mkapita
13639,janda juu
13641,shuleni street
13642,kiegeani
13644,kumunzoya
13645,igegu
13650,mishenye
13651,kihogazi
13653,nakibondo
13655,nyaga
13657,kagenyi b
13659,sebuleni
13660,ludewa
13661,mtupili
13662,godauni a
13664,katoke centre
13665,buhekela
13666,mgwasi
13669,m/kati
13672,mahango
13675,nsasa
13676,gwanumpu a
13677,mbesi
13681,nyamerama
13684,ndrumangeni
13685,mokoro
13686,msanzi kati
13692,kibama
13695,ngerengere kaskazini
13703,igelango
13704,mankwi
13705,tangu
13708,bugumwa
13709,walla
13710,mlenvya
13711,mshoka
13713,usomeke
13714,mbambala
13725,kware
13726,lusangi
13727,kibosou
13729,nselembwe
13730,yungu
13732,nyalikungu
13733,nyamhoza hill
13734,mabamba mjini
13738,go down
13743,ruaha kati
13744,kigale
13745,usisya kati
13746,itinde
13748,nyaruziba
13750,mahango
13755,kiruani c
13756,mungumaji
13758,nyakasero
13767,kasemi
13770,nyarukongogo a
13771,kilongoni
13772,bwani
13773,mlesa
13774,mnadan
13775,kilungu
13780,mwaluzilo
13781,msanzi kati
13782,nyanzenda center
13783,mitaga
13785,migege
13787,kamilangete
13788,bangamoyo
13789,walla
13790,mubamba
13798,kahangara
13799,nselembwe
13800,ngerengere kaskazini
13802,mungumaji
13805,shambwe
13808,kishewa
13810,marumbo
13811,kasumo
13813,maforoni kati
13816,gumali
13818,mtalala
13819,isalalo
13821,yungu
13824,mofi
13829,nyanzenda center
13831,pamila
13833,olinyidi
13838,moteti
13841,sukutali
13842,mjenga
13843,kigugu
13844,nsololo tankini
13845,kinyamwel
13846,mirambi
13848,mishenye
13849,mumigezi
13854,gudugudu
13858,mlesa
13860,goha
13862,katanini street
13863,nyambili kaskazin
13866,budushi b
13868,ruponda
13869,reha
13870,kasanda
13874,simambwe
13875,igongolo kati
13877,usomeke
13878,ishihimulwa
13879,unyarughe
13880,nyabinsinda
13882,emao
13883,imalangi
13886,nyanzenda center
13888,changaraw
13889,mwigumbi centre
13890,chakahaya
13891,ighembe
13894,mandel
13898,iropa
13899,mungumaji
13903,nanyati
13904,no 1
13905,nzihi b
13907,mtindili
13908,nambele
13910,barabara 7
13911,mahango
13915,maduka
13916,mwamagaka
13918,kwaraa
13924,kishewa
13927,amuhama
13930,ishilanga
13931,madindo
13932,kipera njiapanda
13934,mdaga
13935,i/kati
13936,mwandege
13937,mubamba
13938,sebuleni
13939,shihando
13941,bweni
13943,murusagamba
13944,dosidosi
13945,barabara 7
13946,nkhoma
13950,tuleane
13952,mbarika
13953,mhekela kati
13957,kigale
13958,leiwa
13959,junjuhu
13961,mgololo
13963,mahango
13964,no 1
13965,siuyu
13974,migambo
13977,rutenge a
13979,ngujini
13981,nyanungu
13983,lihami
13985,singiwe a
13986,nyanghuluku
13988,jj
13989,mtimbwani a
13992,kigugu
13996,igominyi
13997,kiruani a
13999,kabwana
14001,matongolo
14006,amuhama
14008,ndolelezi
14009,nyanzari
14014,kihogazi
14017,usisya kati
14018,i/kati
14019,isevia
14025,simha
14028,olbili shuleni
14032,mto mara
14033,lusangi
14040,jj
14041,nyabuyange b
14042,mengeni
14044,mirambi
14048,matekelo
14049,barabara 7
14052,sangamwampuya
14053,mhaka
14054,siuyu
14061,mwabakali
14065,chalinze mzee b
14067,budushi b
14070,isalalo
14071,no 1
14073,itugutu
14079,kibadagwe
14080,maloya
14084,nsololo tankini
14086,lituhi 'a'
14087,remit
14089,nemba
14092,moilo
14093,chizomoche
14094,kwetongo
14095,nsojo
14096,chakwale mjini
14097,kwitangi
14099,m/kati
14104,iziwira
14105,bunukangoma
14109,ruponda
14110,mwarongo
14111,mbingu
14117,godown a
14120,budushi b
14128,mgwasi
14130,itungulu
14131,uhemeli kati
14134,mengeni
14137,kaseke
14138,simha
14142,ilovi
14145,isawero
14147,mchekeni
14149,msitu wa tembo c
14153,kashenshero
14157,kibululu
14159,ishihimulwa
14160,upondya
14162,larmaroro
14163,weruweru
14164,magoti
14165,ruponda
14168,nselembwe
14171,kagenyi b
14178,lepoloseki
14179,uyamba
14181,mshwamba
14182,pamila
14184,matanda
14188,ngelele
14189,chakwale mjini
14193,yungu
14200,vimetu
14203,kiwili
14204,mshoka
14207,hasale
14209,m/kati
14211,iragua kati
14214,isoka
14215,nyanghuluku
14216,bulige
14217,kanalunwa
14218,mandawa
14220,endaqulaqula
14221,ngagama
14222,toronto
14227,zigua a
14235,lituhi 'a'
14236,katoke centre
14237,ambureni
14238,hilu
14241,chakahaya
14242,lwanji
14244,disa mtaoni
14245,reha
14246,mhunda
14250,ngana
14252,jj
14254,kiwela a
14256,balangai
14257,ludewa
14259,imalangi
14260,godauni a
14261,madizini kati
14265,mirambi
14266,nyambili kaskazin
14267,bumburyahe
14269,nyamahawa
14270,nselembwe
14272,mbagula chini
14276,mende
14278,arkaria
14281,hallu
14283,jumuiya
14289,maloya
14290,chabula
14293,magangasenga
14295,mtamba shule
14296,ipombwe
14300,hilu
14301,mganza kati
14304,mgeo
14305,kashozi b
14308,lusangi
14309,shambwe
14311,lusangi
14313,centre
14315,ibadakuli kati
14316,maande
14317,mikole
14318,kitali
14320,kaibuku
14322,masange
14330,matundasi a
14331,welu kati
14333,kamsamba kati
14336,chapuku
14337,matongolo
14338,batini b
14339,maduka
14344,tuleane
14346,nyaruziba
14348,kabakara
14349,ngoswak
14350,wita
14353,kahangara
14354,ruvuma a
14358,shuleni street
14359,nakasare
14360,ipilingitya
14361,moyamayoka
14362,bugumwa
14363,msegelele
14366,changaraw
14369,salanga
14370,msegelele
14372,mlesa
14374,centre
14375,ubela
14376,izika
14377,ishigwandama
14383,olumeli
14385,nselembwe
14386,nkeso a
14389,m/kati
14390,kuvukareli
14392,kirueni kati
14396,mlesa
14398,mtindili
14400,endasak
14401,moniki
14405,ishihimulwa
14406,mria
14407,ndoroweni
14410,mbarika
14411,mwigumbi centre
14418,hilu
14419,maande
14424,nyanzenda center
14431,ngwamkanga
14434,kasanda
14436,mshoka
14440,luwai
14443,igo
14444,mwantondo
14451,hilu
14452,mahango
14454,kainam
14455,mbae mashariki
14456,itaja
14459,kainam
14463,lugongoni
14464,usesi
14465,arkaria
14466,hilu
14467,mwagala b
14468,dabus
14469,godauni a
14473,no 1
14475,ludewa
14477,dumanang
14480,itaba
14482,ikenywa
14484,shungubweni
14490,nemba
14491,no 1
14498,kibululu
14500,nyamahawa
14501,mwamagunguli
14502,marumbo
14505,kagenyi b
14506,nselembwe
14507,magadu
14509,mhaka
14512,m/kati
14514,migege
14518,mirambi
14524,kasumo
14527,lubindi
14530,itunda a
14531,mji a
14532,msanzi kati
14533,lutumbi
14536,ngombezi
14537,chanyangabwa a
14539,siuyu
14542,hinjiri
14547,mgaraganza
14552,mtupili
14553,zigua a
14557,marurani kusini
14559,ngando
14560,matiazo a
14561,migege
14562,ipilingitya
14565,mitaga
14568,kishiha
14571,marumbo
14579,mahokoi
14580,geteba
14586,marumbo
14588,kamsweke
14590,miangalua kati
14591,toronto
14592,ipilingitya
14594,maduka
14596,izigira
14597,ikiligano
14598,nyabihore
14601,ngelele
14602,kenswa mta wa kwanza
14604,chakwale mjini
14606,kilungu
14607,igo
14610,kipera njiapanda
14611,mkula a
14612,d/mashariki
14613,bulyang'ombe kati
14616,oltukay
14617,mengeni
14619,orbesh
14620,shambwe
14621,kahangara
14625,unyarughe
14627,mkasenga
14628,liwola
14630,chamti
14633,chisichili
14634,arauyo
14635,bweni
14642,kishale
14644,mparamawe
14646,kurui a
14647,embaruway
14651,mankwi
14653,kyabakari
14661,izika
14663,sovoyo
14665,shambwe
14666,nyambili kaskazin
14667,chikwera
14669,mirambi
14671,irangi
14674,nanyati
14677,maliasili
14678,mpanda kati
14679,kamnyalile
14681,stand a
14682,nyaga
14684,chela center
14686,isoka
14687,dinyanga
14695,godauni a
14700,itete a
14704,mahango
14706,kariwa kaskazini
14715,mijelejele
14716,komstari
14717,butonga
14718,bitare kati
14719,wahe
14720,nyanzenda center
14722,olborumu
14723,itundu
14725,nemba
14726,benaco
14727,lyamrakana
14728,kanalunwa
14730,masela
14732,go down
14735,ilkirumuni
14736,lituhi 'a'
14738,isanzike
14740,shebomeza
14741,mengeni
14743,reha
14744,yungu
14748,isalalo
14753,igongolo kati
14755,kakuta
14758,matyazo a
14759,imalangi
14762,igombatavangu
14765,hasale
14766,kaluyango
14767,chela center
14769,arati
14770,mhunda
14771,amuhama
14774,i/kati
14777,emao
14778,kishoju 1
14780,matanana
14781,toatoa
14783,kilemba
14786,manuwas
14787,lusangi
14791,mapinduzi b
14792,migege
14793,mara a
14799,booni
14801,m/kati
14804,pamila
14806,itete a
14807,nyanghuluku
14810,kitipwi
14814,misheni kati
14815,ntuso
14817,mremre
14819,mwantondo
14820,rabai
14830,kitui
14831,ihawa
14833,ngumbulu
14836,mbwawa shule
14842,rwisaka
14845,buhekela
14850,centre
14853,kumwai
14856,igegu
14858,namatinganya
14861,simbo
14863,maduka
14867,kimiza
14871,sebuleni
14872,mshoka
14873,kilungu
14874,wahe
14876,maliseni
14878,lusangi
14879,kasumo
14880,welu kati
14881,mshoka
14884,mchemela
14885,lomishila
14890,isingiro stati
14894,kibati
14895,simambwe
14899,janda juu
14902,ikovo
14904,kahangara
14911,mishenye
14912,ilomba
14915,singiwe a
14916,ikunya
14917,ishihimulwa
14920,nsololo tankini
14922,tindigani
14928,mtimbe
14930,igalila
14936,mikameni
14940,nsololo tankini
14942,kibululu
14944,matanda
14946,chanyangabwa a
14948,mria
14951,uyamba
14961,ikiligano
14962,mankwi
14964,swebo
14965,kingobwe
14966,mbae mashariki
14967,mishenye
14969,kabirizi mangaribi
14972,msimba a
14973,imalangi
14976,izigira
14985,migege
14991,lwanji
15002,moteti
15006,shuleni street
15007,hinjiri
15010,ishilanga
15012,qaru
15014,maliaseli
15017,ruponda
15018,kavagala
15019,kisumba kati
15020,friend's corner
15021,mengeni
15024,magatini
15025,mwalukuliko
15027,kibohehe
15028,kamilangete
15029,mji a
15030,igegu
15031,wichamike
15036,usomeke
15037,ruaha kati
15039,nangurukuru
15040,kibana
15044,no 1
15045,moniki
15052,mwabusalu
15055,imalangi
15060,ilkisongo chini
15061,kemugongo a
15063,ilengititu
15065,ormelili
15067,lituhi 'a'
15069,bulige
15071,moyamayoka
15072,ng'amba
15073,mubamba
15075,kainam
15076,kilongoni
15077,somanga ndumbo
15079,nyanghuluku
15083,usari
15086,mabamba mjini
15088,marumbo
15093,madizini kati
15094,nampako
15095,nemba
15100,misha
15101,losirwa
15103,bukuma
15104,bermi a
15107,namakinga b
15111,luhorya
15114,rambo
15120,matadi a
15121,simbo
15122,misheni kati
15123,sopa kati
15127,migege
15128,chela center
15129,ngana
15130,mofi
15132,gudedeshi
15134,madindo
15136,shambwe
15138,kagarama
15141,madindika
15146,mji a
15149,dosidosi
15151,olomatejo
15152,moteti
15156,chalangwa a
15157,nselembwe
15158,nyalikungu
15163,vugwama kati
15167,kabwana
15169,igelango
15171,usisya kati
15172,lugongoni
15174,mankwi
15180,i/kati
15182,kwaraa
15185,kilungu
15188,general tyre
15193,kizani
15194,ndubi
15198,bukiriro kati
15199,ngerengere kaskazini
15200,kimbangulile
15204,mkwaja
15206,chivu b
15209,nyabusozi
15212,mabangala
15213,tupa
15215,m/kati
15216,hasale
15218,nemba
15221,machengere
15226,tewe
15231,bulyang'ombe kati
15232,chakwale mjini
15233,muhinda kati
15235,kibosou
15238,nampako
15239,chiloloma
15241,dinyanga
15243,izika
15245,ngando
15247,mumirama
15248,reha
15252,dabus
15257,walla
15260,ishihimulwa
15261,nyamalebe
15263,mofi
15264,junjuhu
15265,chiloloma
15267,mwang'holo
15272,godauni a
15274,mzenga a
15277,misheni kati
15278,mhunda
15282,kyenje
15283,mpondomo
15291,mwagwisu
15294,ngando
15296,msanzi kati
15300,mubamba
15302,nyabinsinda
15303,mchekeni
15304,igegu
15305,usesi
15307,chiminula a
15311,ishihimulwa
15315,mwalukuliko
15317,ikiligano
15319,ngerezini
15320,nkeso a
15321,mumigezi
15323,ndubi
15326,luhororo
15328,imalangi
15329,kitui
15330,mijelejele
15333,masange
15337,balangai
15338,doroto
15339,chamti
15340,ngoswak
15342,ruponda
15344,i/kati
15346,doma store
15348,mchombe a
15353,marumbo
15355,itungulu
15356,mofi
15360,kigugu
15362,mtoninganga
15366,itinde
15368,mzambaraweni
15370,mwele
15375,murusagamba
15380,kwitangi
15384,mhaka
15385,ilela
15387,kagondo kaifo
15390,igominyi
15391,dimani
15393,kidalini
15394,ipondejo
15395,meshili
15398,mengeni
15400,sangamwampuya
15404,gumali
15406,chapulwa
15408,mumigezi
15418,ikovo
15426,emao
15427,mkorongoni
15431,tlawi juu
15432,kyangwe
15433,midahani
15435,kikara
15443,kasanda
15446,ngelele
15448,kumwai
15450,marurani juu
15456,merali
15457,ngando
15458,liomero
15459,isalalo
15461,maliasili
15463,kahangara
15470,mahanzi
15471,nsanga
15473,imisigiyo
15477,itunda a
15480,iponda
15481,nselembwe
15485,masia
15486,longululu
15487,mbesi
15490,seela kati
15491,ishilanga
15496,ishima
15499,dofa
15501,bukigi
15512,mengeni
15513,misheni kati
15514,ikunya
15515,murusagamba
15516,friend's corner
15517,izika
15518,chakwale mjini
15521,mkwaja
15522,kainam
15524,kanalunwa
15526,kilungu
15529,saja kati
15534,itinde
15535,mkapita
15539,mayanda
15540,sia
15541,kigale
15544,disa mtaoni
15547,kilungu
15550,mungumaji
15554,sopa kati
15555,kilongoni
15559,gumali
15561,miziro
15562,kilungu
15564,kibama
15567,ngoswak
15570,ngerezini
15573,emao
15574,makugira a
15575,maini
15578,gwanumpu a
15581,amuhama
15586,kinyamwel
15588,maduka
15589,mwabeya
15591,nyanzenda center
15592,ngerekwe
15595,libaratua
15608,lusangi
15610,tlawi juu
15612,kishewa
15620,mofi
15632,igelango
15634,kemugongo a
15635,kishale
15637,ngelele
15638,ng'amba
15639,dakau kati
15643,isingiro stati
15645,ikemeja
15646,ambureni
15649,chumo b
15650,nyanswega
15651,maring'a juu
15653,shuleni street
15654,magadu
15655,midahani
15656,ichimbo
15657,lituhi 'a'
15659,mbesi
15665,mkapita
15668,maforoni kati
15673,mwiluti
15675,kwaraa
15679,ruponda
15680,lubindi
15686,nyaga
15688,kainam
15689,rabai
15692,lalago mjini
15694,rabiro
15695,fukayosi
15699,iziwira
15700,lekako
15702,imalangi
15704,ilomba
15705,nyanswega
15707,ngerekwe
15711,nyashishi
15712,hilu
15720,maliasili
15723,nsololo tankini
15726,embaruway
15727,vumari
15728,mtamba shule
15732,ibangamoyo
15733,kyafuma
15736,kibululu
15737,nyakasero
15738,magange
15741,isevia
15742,mji a
15743,gawal
15746,ndalambo kati
15747,mkolango
15749,mwaluzilo
15750,makugira a
15751,msanzi kati
15753,itunda a
15754,usisya kati
15755,nkwasabaya
15757,ruponda
15758,ngado
15760,mkorongoni
15761,imisigiyo
15763,mosi
15768,kahangara
15769,isalalo
15772,matadi a
15773,kerenero
15774,mubamba
15775,luchala
15777,isalalo
15778,manga juu
15780,tuleane
15782,ruponda
15783,rabai
15784,isandula b
15788,nyamerama
15789,isalalo
15792,komankwavi
15794,ngeke
15795,ngando
15799,kaluyango
15800,lwanji
15801,matwalani
15803,mshoka
15807,masia
15808,mbae mashariki
15811,no 1
15813,m/kati
15815,kaluyango
15816,busengete
15817,nsasa
15818,m/kati
15819,mwiluti
15820,jumuiya
15826,kigugu
15828,maganju
15829,mbesi
15830,nyashitundu
15832,mabamba mjini
15835,bulifani
15837,igegu
15838,kishewa
15839,mumasiga
15841,zinga
15843,weruweru
15846,muyenzi
15847,kibiti kati
15848,ishihimulwa
15849,godauni a
15852,iyalawe
15854,ngando
15859,kidalini
15863,madindika
15864,amuhama
15865,tuleane
15867,nyanungu
15868,dinyanga
15871,itugutu
15872,nyambili kaskazin
15873,bunazi a
15875,chapulwa
15877,mnola
15880,shanga
15882,mkuhi kati
15884,geteba
15887,kabera
15889,mnyusi b
15892,fungafunga
15893,busengete
15895,tuleane
15898,zegereni
15899,nkiniziwa c
15900,mabamba mjini
15904,kanalunwa
15906,itugutu
15910,junjuhu
15912,nanyati
15914,mkoka
15915,chakwale mjini
15916,ambureni
15919,izika
15920,kamagambo
15923,kabakara
15928,nyanghuluku
15930,kwetongo
15931,no 1
15933,kihogazi
15934,chapulwa
15935,lusangi
15936,lubindi
15937,bonite street
15938,nakibondo
15939,kaluyango
15940,mnadan
15943,nyanzenda center
15944,kanalunwa
15945,kereshu
15947,junjuhu
15952,masumuni
15953,ikemeja
15954,lituhi 'a'
15955,sopa kati
15962,kidalini
15967,tandai
15968,kabirizi mangaribi
15970,itunda a
15971,luhiti
15975,ishihimulwa
15977,iduta
15981,centre
15982,mgama a
15984,nakibondo
15987,kimiza
15990,kamwene
15997,chela center
15998,masa chini
16000,kitui
16003,kamazi
16005,kabagombe
16007,shuleni street
16008,wita
16010,mandel
16012,nsanga
16013,kwa masika
16017,dulaghag
16018,shebomeza
16019,nia njema a
16026,shebomeza
16027,kahangara
16029,misheni kati
16031,sebuleni
16035,buswalila
16038,ruponda
16040,ikovo
16041,masange
16042,melela
16044,mayale
16046,makao makuu b
16048,mofi
16049,nyabenge
16050,buseko
16052,uhemeli kati
16053,irangi
16061,kilungu
16063,izika
16065,isandula b
16066,nsololo tankini
16069,mlindila
16070,magange
16072,ikemeja
16073,mankwi
16074,lupanga b
16075,madizini kati
16079,lepoloseki
16081,kishewa
16087,ichimbo
16090,m/kati
16092,nyakasero
16093,ishihimulwa
16094,mhunda
16101,rusindasinde
16102,ipondejo
16103,ibangamoyo
16109,nyakuguma
16110,mandawa
16117,kabela
16119,mtindili
16122,iyunguya
16123,usisya kati
16124,mirambi
16125,mkeha
16126,itaba
16134,katanini street
16142,kamsweke
16143,jj
16149,mirambi
16150,kimiza
16151,siuyu
16155,bastena
16164,maliaseli
16165,nyabenge
16167,mtindili
16170,ishilanga
16171,kudipera
16172,maforoni kati
16178,matambwe
16180,mbesi
16181,mubamba
16186,tangu
16187,kwa faki
16188,mbae mashariki
16192,ndalambo kati
16194,gawal
16196,matwalani
16197,sagamaganga b
16202,omukashenyi
16203,bangamoyo
16204,kinyamwel
16206,endaqulaqula
16207,zobogo
16212,kigalama
16217,mtaa wa zingiziwa
16218,godauni a
16219,embaruway
16222,reha
16224,lengurumo
16227,madizini kati
16231,mungaa
16232,katanini street
16234,mbwamaji
16235,bermi a
16241,nyakibanga
16242,nyangova
16244,m/kati
16246,miguruwe
16247,naweru
16250,nanyati
